"name","author","narrator","releasedate","language","hours","mins","total_time_mins","price","avg_rating","max_rating","nr_of_ratings"
Belle - Det mystiska meddelandet,"Disney, Emma Ericson",Ida Olsson,"2021-12-15",Swedish,1,4,64,65.00,,5,"0"
Ariel - Det skimrande stjärnhalsbandet,"Disney, Emma Ericson",Malin Lybeck,"2021-12-20",Swedish,1,4,64,65.00,,5,"0"
Parnels Zirkus,Ebru Adin,Max Hoffmann,"2021-12-17",German,5,21,321,535.00,,5,"0"
FRRK! - Echsen-Alarm,Nicole Röndigs,Julian Greis,"2021-12-13",German,3,26,206,334.00,,5,"0"
The Missing Piece of Charlie O'Reilly,Rebecca K. S. Ansari,Rebecca K. S. Ansari,"2021-12-14",English,9,25,565,820.00,,5,"0"
Blindgang,Marianne Fredriksson,Peter Bøttger,"2021-12-02",Danish,12,48,768,267.00,,5,"0"
Maxi van Fluks,Anna Ruhe,Annevan Veen,"2021-11-30",Dutch,1,22,82,233.00,,5,"0"
Henriette und der Traumdieb,Akram El-Bahay,Cathlen Gawlich,"2021-12-23",German,10,3,603,602.00,,5,"0"
Boy Battles Boy,A. K. Meek,Mark Turetsky,"2021-11-23",English,8,25,505,820.00,,5,"0"
Dræsine og dragen,Anni Printz,Annie Birgit Garde,"2021-11-24",Danish,2,19,139,233.00,,5,"0"
Ella Löwenstein - Ein Meer aus Magie,"Gesa Schwartz, Bente Schlick",Julia Nachtmann,"2021-11-23",German,2,46,166,300.00,,5,"0"
Ariel - Fødselsdagsoverraskelsen,"Disney, Heidi Skriver Olsen",Annevig Schelde Ebbe,"2021-11-26",Danish,1,1,61,233.00,,5,"0"
Kongebørn 8: Hævneren,Peter Gotthardt,Marie Louise Cornelius,"2021-11-26",Danish,1,2,62,133.00,,5,"0"
Smurfarna - Stora sagosamlingen,"Peyo, Lisa Fransson",Ove Ström,"2021-11-25",Swedish,2,21,141,166.00,,5,"0"
The Black Book of Secrets,F. E. Higgins,James Daniel Wilson,"2021-11-30",English,6,29,389,493.00,,5,"0"
Финиста. Сонный дом,Наталья Щерба,"Алексей Багдасаров, Юлия Яблонская","2021-11-18",Russian,17,1,1021,166.00,,5,"0"
Волшебники из Капроны,Диана Уинн Джонс,Юлия Тархова,"2021-11-18",Russian,7,50,470,99.00,,5,"0"
Das unsterbliche Nashorn,Dorothea Flechsig,Anne Düe,"2021-11-17",German,2,51,171,334.00,,5,"0"
Dead: Le plus nul des pirates [Dead: The Lamest Pirate],David Bedard,Philippe Martin,"2021-11-16",French,1,14,74,389.00,,5,"0"
Cattywampus,Ash Van Otterloo,Raechel Wong,"2021-11-16",English,6,17,377,586.00,,5,"0"
Harley Hitch and the Missing Moon,Vashti Hardy,Ciaran Saward,"2022-01-06",English,2,29,149,531.00,,5,"0"
Season of Secrets,Sally Nicholls,Katy Sobey,"2022-01-06",English,4,11,251,531.00,,5,"0"
The Golden Tower,Belinda Murrell,Roslyn Oades,"2021-12-01",English,8,53,533,664.00,,5,"0"
A Mummy Ate My Homework!,Thiagode Moraes,Laurence Boxhall,"2021-12-08",English,2,29,149,531.00,,5,"0"
"By Ash, Oak and Thorn",Melissa Harrison,"Sam Crerar, Melissa Harrison","2021-11-18",English,5,40,340,569.00,,5,"0"
Strangeville School Is Totally Normal,Darcy Miller,Mark Sanderlin,"2021-12-07",English,3,50,230,754.00,,5,"0"
Alice attraverso lo specchio,Lewis Caroll,Eleonora Calamita,"2021-11-11",Italian,3,39,219,305.00,,5,"0"
Dead: Le plus nul des magiciens [Dead: The Lamest of Magicians],L. P. Sicard,Philippe Martin,"2021-11-11",French,1,13,73,389.00,,5,"0"
Vi Presento Roccia,Lidia Celeste,Emanuele Kanani,"2022-01-14",Italian,2,10,130,420.00,,5,"0"
Hodja fra Pjort,Ole Lund Kirkegaard,Peter Frödin,"2022-01-12",Danish,1,22,82,233.00,,5,"0"
Brændte Beviser,Dorte Roholte,Sandra Bothmann,"2022-01-13",Danish,2,55,175,367.00,,5,"0"
Dead: Le plus nul des chevaliers [Dead: The Lamest of Knights],Simon Rousseau,Philippe Martin,"2022-01-14",French,1,14,74,389.00,,5,"0"
The Kids of Cattywampus Street,Lisa Jahn-Clough,Tara Sands,"2022-01-18",English,1,46,106,754.00,,5,"0"
Sneaks,Catherine Egan,Jeremy Carlisle Parker,"2022-01-18",English,7,55,475,1005.00,,5,"0"
Le fiabe di Beda il Bardo [Tales of Beedle the Bard],J. K. Rowling,"Roberta Greganti, Riccardo Rossi, Angelo Maggi","2021-05-06",Italian,1,34,94,652.00,,5,"0"
The City of Lost Dreamers,Lisa Lueddecke,Harrie Dobby,"2021-11-04",English,7,31,451,493.00,,5,"0"
The Shamer’s Signet,Lene Kaaberbøl,"Karim Theilgaard, Salle Sallée","2021-11-09",English,8,22,502,569.00,,5,"0"
Alice's Adventures in Wonderland,Lewis Carroll,David Goldfarb,"2021-11-03",English,2,36,156,367.00,,5,"0"
Freddy and the New Kid,Neill Cameron,Taz Skyler,"2021-11-01",English,2,11,131,573.00,,5,"0"
The Bone Magician,F. E. Higgins,James Daniel Wilson,"2021-10-28",English,6,34,394,569.00,,5,"0"
Uncle Gobb and the Green Heads,Michael Rosen,Ben Higgins,"2021-11-01",English,1,51,111,573.00,,5,"0"
Lo stralisco,Roberto Piumini,Roberto Piumini,"2021-10-28",Italian,2,12,132,344.00,,5,"0"
Wolf Soldier,James R. Hannibal,Adam Verner,"2021-10-26",English,10,45,645,891.00,,5,"0"
Das Schneeflockenwunder,Suza Kolb,Leavan Acken,"2021-10-12",German,1,3,63,233.00,,5,"0"
Das kleine böse Buch 1,Magnus Myst,"Arndt Schmöle, Amelie Plaas-Link, Frank Bahrenberg","2021-10-11",German,1,26,86,300.00,,5,"0"
Zauberunterricht auf Probe,Gina Mayer,Julia Nachtmann,"2021-10-20",German,1,24,84,267.00,,5,"0"
"Mathe, Deutsch und Wolkenkunde",Gina Mayer,Julia Nachtmann,"2021-10-20",German,1,22,82,267.00,,5,"0"
Das Vermächtnis der Villa Evie,Anna Ruhe,Uta Dänekamp,"2021-10-14",German,7,38,458,367.00,,5,"0"
Visto y no visto,Andreu Martín,Elías Ramo,"2021-10-07",Spanish,6,22,382,307.00,,5,"0"
Boy Battles Bug,A. K. Meek,Mark Turetsky,"2021-10-12",English,8,32,512,820.00,,5,"0"
Little Gem and the Mysterious Letters,Anna Zobel,Olivia Beardsley,"2021-10-01",English,2,56,176,600.00,,5,"0"
Curse of the Phoenix,Aimée Carter,"Zoe Cross-Nelms, Nick Mondelli","2021-09-30",English,7,47,467,1172.00,,5,"0"
I Pitik e la pietra luminosa,Susanne Schmidt,Elena Ferrantini,"2021-10-07",Italian,4,35,275,305.00,,5,"0"
Stage Fright,Edgar Hyde,Rachel L. Jacobs,"2021-10-19",English,1,36,96,1172.00,,5,"0"
Clockwork,Philip Pullman,Anton Lester,"2021-10-14",English,1,31,91,615.00,,5,"0"
The Gravedigger,Edgar Hyde,Christopher Carley,"2021-10-19",English,1,39,99,1172.00,,5,"0"
The Scarecrow,Edgar Hyde,ick Mondelli,"2021-10-19",English,1,25,85,1172.00,,5,"0"
Cold Kisser,Edgar Hyde,J. S. Arquin,"2021-10-19",English,1,46,106,1172.00,,5,"0"
"Le monde totalement à l'envers de Fanny - Tome 2 [Fanny’s Totally Upside Down World, Volume 2]",Richard Petit,Elisabeth Gauthier Pelletier,"2021-09-07",French,2,2,122,389.00,,5,"0"
Der tanzende Drache,Usch Luhn,Katja Danowski,"2021-09-17",German,1,22,82,267.00,,5,"0"
Dust & Grim,Chuck Wendig,Rachel Jacobs,"2021-10-19",English,8,35,515,500.00,,5,"0"
The Midnight Hunt,"Benjamin Read, Laura Trinder",Victoria Fox,"2021-09-02",English,6,43,403,569.00,,5,"0"
Eismagie und wilde Wichte,"Sabine Städing, Sabine Büchner-Illustrator",na Spier,"2021-09-22",German,2,32,152,300.00,,5,"0"
Boy Battles Bot,A. K. Meek,Mark Turetsky,"2021-09-14",English,8,38,518,820.00,,5,"0"
The House of Arden in an American Voice,Edith Nesbit,Deaver Brown,"2021-08-30",English,6,42,402,164.00,,5,"0"
Aarti & the Blue Gods,Jasbinder Bilan,ikki Patel,"2021-09-01",English,5,57,357,854.00,,5,"0"
La Noche de los Trasgos [Goblin Night],Alicia Molina,Alejandra Laveaga,"2021-09-07",Spanish,3,35,215,501.00,,5,"0"
The Phoenix and the Carpet in an American Voice,Edith Nesbit,Deaver Brown,"2021-08-25",English,7,12,432,164.00,,5,"0"
The Marvelous Land of Oz,L. Frank Baum,Erin Bateman,"2021-08-16",English,4,40,280,234.00,,5,"0"
Die Erfindung der Träume,Yvette Himmel,Stefanie Masnik,"2021-07-30",German,2,8,128,334.00,,5,"0"
Das Gift des Oktopus,Aimée Carter,Peter Kaempfe,"2021-08-07",German,4,54,294,401.00,,5,"0"
Revenge of the Beast,Jack Meggitt-Phillips,Barnaby Edwards,"2021-09-30",English,5,5,305,797.00,,5,"0"
The Wild Imaginings of Stanley Strange,Guy Bass,Guy Bass,"2021-09-30",English,2,28,148,531.00,,5,"0"
Geheimnis im Schloss,Nikola Wengler,Max Hoffmann,"2021-08-30",German,4,26,266,334.00,,5,"0"
The Blue Mage Goes to Earth,Virlyce,Mare Trevathan,"2021-06-21",English,12,35,755,836.00,,5,"0"
Archie Greene and the Raven's Spell,D. D. Everest,Mark Topping,"2021-10-21",English,7,56,476,569.00,,5,"0"
The Great Germ Hunt,Theanne Griffith,Imani Parks,"2021-10-05",English,1,7,67,402.00,,5,"0"
Brain Trouble,Theanne Griffith,Imani Parks,"2021-10-05",English,1,3,63,402.00,,5,"0"
Mortal Danger,Ann Aguirre,Susan Hanfield,"2014-08-11",English,12,17,737,181.00,,5,"0"
Cuentos para niños que creen en marcianos,Jordi Sierrai Fabra,"Jorge García, Yolanda Adabuhi","2021-08-26",Spanish,1,56,116,153.00,,5,"0"
Wunschfee Vermisst!,Anna Ruhe,Uta Dänekamp,"2021-08-05",German,1,12,72,300.00,,5,"0"
How to Be a Human,Karen McCombie,Robyn Holdaway,"2021-08-05",English,3,55,235,664.00,,5,"0"
Adam-2,Alastair Chisholm,Maggie Bain,"2021-08-05",English,6,24,384,493.00,,5,"0"
D (A Tale of Two Worlds),Michel Faber,Isabel Adomakoh Young,"2020-09-17",English,6,55,415,888.00,,5,"0"
The Dream House,Laura Dockrill,Laura Dockrill,"2021-09-09",English,1,24,84,683.00,,5,"0"
The Ash House,Angharad Walker,Joe Jameson,"2021-09-02",English,7,53,473,645.00,,5,"0"
The Dollhouse,Charis Cotter,A. J. Bridel,"2021-08-31",English,8,57,537,904.00,,5,"0"
Ladybird Tales of Crowns and Thrones,"Yvonne Battle-Felton, Chitra Soundar","Gemma Whelan, Cathy Tyson","2020-09-24",English,1,9,69,410.00,,5,"0"
Rot,Anke Albrecht,Franziska Trunte,"2022-03-14",German,3,22,202,233.00,,5,"0"
Der Zahnfeenstab der Magie des Herzens,Nadine Seidel,Sylvia Schneider,"2022-03-04",German,5,19,319,367.00,,5,"0"
Ein gefundenes Fressen,Jack Meggitt-Phillips,Mechthild Großmann,"2022-02-23",German,6,42,402,401.00,,5,"0"
Otto ja Dracon siepparit,Tapani Bagge,Valtteri Lehtinen,"2022-02-17",Finnish,4,14,254,166.00,,5,"0"
Element High - Die Aufnahmeprüfung,Manuel Neff,Richard Lingscheidt,"2022-02-18",German,5,48,348,502.00,,5,"0"
Feen-Alarm!,Anna Ruhe,Uta Dänekamp,"2022-02-17",German,1,8,68,300.00,,5,"0"
Ein Alien kommt selten allein,Tobias Goldfarb,Oliver Rohrbeck,"2022-02-24",German,2,35,155,233.00,,5,"0"
Frau Honig und die Magie der Worte,Sabine Bohlmann,Sabine Bohlmann,"2022-02-24",German,2,59,179,300.00,,5,"0"
Wenn der Wind weht,Sabine Bohlmann,Sabine Bohlmann,"2022-02-24",German,3,7,187,300.00,,5,"0"
Frau Honig und das Glück der kleinen Dinge,Sabine Bohlmann,Sabine Bohlmann,"2022-02-24",German,3,10,190,300.00,,5,"0"
Und plötzlich war Frau Honig da,Sabine Bohlmann,Sabine Bohlmann,"2022-02-24",German,3,9,189,300.00,,5,"0"
The Ogress and the Orphans,Kelly Barnhill,Suzanne Toren,"2022-03-08",English,13,4,784,585.00,,5,"0"
The Grave Thief,Dee Hahn,Tim Campbell,"2022-03-01",English,7,29,449,773.00,,5,"0"
Race Through Space,Theanne Griffith,Giordan Diaz,"2022-02-22",English,1,4,64,402.00,,5,"0"
The Switch,Anthony Horowitz,ickolas Grace,"2007-09-10",English,3,48,228,664.00,,5,"0"
The Beginning,M. J. Thomas,Adam Verner,"2018-09-06",English,1,23,83,586.00,,5,"0"
A Wrinkle in Time Archival Edition: Read by the Author,Madeleine L'Engle,Madeleine L'Engle,"2018-11-06",English,5,54,354,1105.00,,5,"0"
Quidditch a través de los tiempos,"J. K. Rowling, Kennilworthy Whisp","Gloria Tarridas, Israel Elejalde, Leonor Watling","2021-06-10",Spanish,3,7,187,652.00,,5,"0"
Race to Crashpoint Tower,Daniel Jose Older,Todd Haberkorn,"2021-06-29",English,3,20,200,469.00,,5,"0"
Robot on the Loose,"Henry Winkler, Lin Oliver",Henry Winkler,"2021-06-15",English,1,17,77,305.00,,5,"0"
Danielle,Ray Kurzweil,Adenrele Ojo,"2019-04-23",English,14,34,874,703.00,,5,"0"
Peter og dragen Elliot,"Disney, Brian Iskov",Sonny Lahey,"2021-11-26",Danish,0,7,7,65.00,,5,"0"
Kell and the Giants,Darcy Pattison,Josiah John Bildner,"2021-07-23",English,1,25,85,211.00,,5,"0"
Uncle Gobb and the Dread Shed,Michael Rosen,Ben Higgins,"2021-08-01",English,1,30,90,562.00,,5,"0"
TimeRiders: The Infinity Cage (Book 9),Alex Scarrow,Trevor White,"2014-11-06",English,11,29,689,752.00,,5,"0"
First Prize for the Worst Witch,Jill Murphy,Gemma Arterton,"2018-09-06",English,2,7,127,410.00,,5,"0"
Four Children and It,Jacqueline Wilson,Jacqueline Wilson,"2012-08-16",English,7,29,449,664.00,,5,"0"
The Wizard of Oz,L. Frank Baum,Ron Knowles,"2009-03-19",English,4,28,268,585.00,,5,"0"
From Mind to Market,Roger D. Blackwell,Dennis McKee,"2000-11-01",English,7,46,466,585.00,,5,"0"
House of Robots: Robots Go Wild!,James Patterson,Jack Patterson,"2015-12-03",English,3,19,199,615.00,,5,"0"
The Spook's Curse,Joseph Delaney,Will Thorp,"2011-03-22",English,7,20,440,683.00,,5,"0"
Kinslayer,Jay Kristoff,Jane Collingwood,"2013-09-12",English,18,24,1104,990.00,,5,"0"
Daliahs Garten - Das Geheimnis des grünen Nachtfeuers,Fabiola Turan,Jodie Ahlborn,"2021-07-19",German,5,19,319,334.00,,5,"0"
Everfree-legenden,Perdita Finn,Eva Maria Oria,"2021-07-13",Swedish,2,29,149,166.00,,5,"0"
From Cocoa Bean to Chocolate,Robin Nelson,Intuitive,"2017-04-24",English,0,2,2,164.00,,5,"0"
Edie and the Box of Flits (Edie and the Flits 1),Kate Wilkinson,Charlie Sanderson,"2021-07-22",English,5,45,345,569.00,,5,"0"
"Kell, the Alien",Darcy Pattison,Josiah John Bildner,"2021-07-23",English,1,24,84,211.00,,5,"0"
Isadora Moon Collection 5,Harriet Muncaster,Katy Sobey,"2020-10-01",English,1,39,99,531.00,,5,"0"
The Claw,Patrick Carman,"Dr. Mike Kennedy, Hunter Peterson, Marlin Ramsey Chan","2019-11-21",English,2,7,127,501.00,,5,"0"
Der Sternenmann und der magische Wasserkristall,Maxvon Thun,"Maxvon Thun, Romediovon Stein","2022-03-28",German,2,59,179,367.00,,5,"0"
Swept Away,Rebecca Rissman,anonymous,"2022-02-25",English,1,29,89,199.00,,5,"0"
The Wound Is Mortal,Jessica Gunderson,anonymous,"2022-02-25",English,1,28,88,199.00,,5,"0"
The Presidency of George Washington,Danielle Smith-Llera,anonymous,"2022-03-16",English,1,7,67,140.00,,5,"0"
Cyber Spies and Secret Agents of Modern Times,Allison Lassieur,anonymous,"2022-03-16",English,1,5,65,140.00,,5,"0"
Recess Is Ruined,"John Sazaklis, Lee Robinson",anonymous,"2022-03-16",English,1,21,81,187.00,,5,"0"
Beauty and the Basement,"Olivia Snowe, Michelle Lamoreaux",anonymous,"2022-03-22",English,1,23,83,211.00,,5,"0"
Dandelion and the Witch,"Olivia Snowe, Michelle Lamoreaux",anonymous,"2022-03-16",English,1,29,89,211.00,,5,"0"
The Marshmallow Mermaid,"Michael Dahl, Jeff Crowther",anonymous,"2022-03-18",English,0,8,8,105.00,,5,"0"
The Phantom on the Phone,"Michael Dahl, Xavier Bonet",anonymous,"2022-03-16",English,0,44,44,152.00,,5,"0"
The Mystery of the Lost Village,Gertrude Chandler Warner,Tim Gregory,"2012-12-30",English,2,0,120,305.00,,5,"0"
John Hancock,Kathryn Cleven Sisson,Patrick Lawlor,"2007-04-25",English,2,0,120,468.00,,5,"0"
Zehn weltberühmte Märchen,"Hans Christian Andersen, Brüder Grimm",Jürgen Fritsche,"2021-12-16",German,2,0,120,334.00,,5,"0"
Le Roi Arthur raconté aux enfants,Marc Geoffroy,"Marie-Martine Bisson, Marc Brunet, François Creton","2021-11-22",French,1,0,60,566.00,,5,"0"
Schneewittchen / Dornröschen / Der Froschkönig,Brüder Grimm,Magdalena Pircher,"2021-08-08",German,1,0,60,166.00,,5,"0"
Jack & the Beanstalk and Other Stories,"Joanna Pinnock, Alan Smith, Moy McGowan","Joanna Pinnock, Alan Smith, Kathy Clugston","2010-03-17",English,1,0,60,190.00,,5,"0"
The Head on the High Road,"Richard Young-editor, Judy Dockrey Young-editor","Richard Young, Judy Dockrey Young","2000-10-20",English,1,0,60,166.00,,5,"0"
The Challenger Explosion,"Heather Adamson, Brian Bascle",Anonymous,"2022-02-21",English,0,11,11,93.00,,5,"0"
Elephant Seals,Megan C. Peterson,Anonymous,"2022-02-21",English,0,3,3,82.00,,5,"0"
Falcons,"Tanya Dewey Ph D, Ashley P. Watson Norris",Anonymous,"2022-02-21",English,0,7,7,82.00,,5,"0"
Anatomy of a Plane Crash,Amie Jane Leavitt,Anonymous,"2022-02-21",English,0,38,38,117.00,,5,"0"
Favorite Horses,Molly Kolpin,Anonymous,"2022-02-23",English,0,20,20,93.00,,5,"0"
Farm Dogs,Kathryn Clay,Anonymous,"2022-02-23",English,0,2,2,82.00,,5,"0"
Orangutans,"Janet Riehecky, Zoological Societyof San Diego",Anonymous,"2022-02-23",English,0,27,27,93.00,,5,"0"
Highlights Listen & Learn: Lonely Orphan Girl: The Story of Nellie Bly,"Highlightsfor Children, Dana Townsend","Highlightsfor Children, Pete Cross","2021-09-21",English,0,36,36,1172.00,,5,"0"
PJ Masks: Héroes en Pijamas - Robot en pijama,"One, Nicolás Olucha Sánchez-translator",Kevin Calderón,"2022-02-21",Spanish,0,10,10,76.00,,5,"0"
PJ Masks: Héroes en Pijamas - Cuentos de tres minutos para dormir,"One, Nicolás Olucha Sánchez-translator",Kevin Calderón,"2022-02-21",Spanish,0,31,31,76.00,,5,"0"
PJ Masks: Héroes en Pijamas - ¡Héroes y heroínas!,"One, Nicolás Olucha Sánchez-translator",Kevin Calderón,"2022-02-21",Spanish,0,24,24,76.00,,5,"0"
PJ Masks - Carrera en la Montaña Misteriosa,"One, Nicolás Olucha Sánchez-translator",Roger Serradell,"2022-02-21",Spanish,0,10,10,76.00,,5,"0"
Charlotte and the Nutcracker,Charlotte Nebres,Charlotte Nebres,"2021-12-21",English,0,9,9,251.00,,5,"0"
PJ Masks: Héroes en Pijamas - ¡Pedaleando a toda velocidad!,"One, Nicolás Olucha Sánchez-translator",Kevin Calderón,"2022-02-21",Spanish,0,36,36,76.00,,5,"0"
Bright and Beautiful: Butterfly,Felicia Macheske,Timothy Cap,"2019-11-13",English,0,1,1,63.00,,5,"0"
From Milk to Ice Cream,Stacy Taus-Bolstad,Intuitive,"2017-04-24",English,0,2,2,164.00,,5,"0"
From Peanut to Peanut Butter,Robin Nelson,Intuitive,"2017-05-10",English,0,2,2,164.00,,5,"0"
From Kernel to Corn,Robin Nelson,Intuitive,"2017-05-08",English,0,2,2,164.00,,5,"0"
From Maple Tree to Syrup,Melanie Mitchell,Intuitive,"2017-05-05",English,0,2,2,164.00,,5,"0"
From Wheat to Bread,Stacy Taus-Bolstad,Intuitive,"2017-05-09",English,0,2,2,164.00,,5,"0"
Spotted Singers: Leopard Frog,Kelly Calhoun,Timothy Cap,"2019-11-13",English,0,1,1,63.00,,5,"0"
Feathered and Fierce: Bald Eagle,Kelly Calhoun,Timothy Cap,"2019-11-18",English,0,1,1,63.00,,5,"0"
Recursos renovables y no renovables [Renewable or Nonrenewable Resources?],Editorial,Alejandradela Torre,"2021-12-15",Spanish,0,6,6,47.00,,5,"0"
Detective de la Caca [Pooper Snooper],"Jennifer Keats Curtis, Julianne Ubigau",Alejandradela Torre,"2021-12-15",Spanish,0,6,6,47.00,,5,"0"
Das Aguti und sein Freund der Paranussbaum,Rita J. Sührig,Rita J. Sührig,"2022-01-07",German,0,46,46,133.00,,5,"0"
Der echte Dinosaurier,Valerie Thomas,Arndt Schmöle,"2021-11-08",German,0,48,48,300.00,,5,"0"
Die Suche nach dem Rennpferd / Den Räubern auf der Spur / Unser Timmy ist der Beste,"Enid Blyton, Elisabeth Lang-translator",Marius Clarén,"2021-11-01",German,0,55,55,166.00,,5,"0"
Je découvre la ferme,Pierre Huguet,Pierre Huguet,"2021-11-04",French,0,28,28,263.00,,5,"0"
Je découvre les oiseaux,Pierre Huguet,Pierre Huguet,"2021-10-26",French,0,19,19,263.00,,5,"0"
Je découvre la jungle,Pierre Huguet,Pierre Huguet,"2021-10-26",French,0,18,18,263.00,,5,"0"
Zwei Schnäuzchen und vier Weihnachtswünsche,Karen Christine Angermayer,"Andrea Sawatzki, Christian Berkel","2021-10-25",German,0,51,51,233.00,,5,"0"
The Adventures of Chocolate,Precious Perez,Precious Perez,"2021-10-20",English,0,2,2,117.00,,5,"0"
Giulio Coniglio in viaggio con Ignazio,Nicoletta Costa,Marco Benvenuto,"2021-10-15",Italian,0,5,5,36.00,,5,"0"
Giulio Coniglio va in biblioteca,Nicoletta Costa,Marco Benvenuto,"2021-10-15",Italian,0,5,5,36.00,,5,"0"
Sophie's Christmas Surprise,Rosemary Wells,Suzie Althens,"2021-08-17",English,0,2,2,100.00,,5,"0"
Lumpen,Hans Christian Andersen,Karlheinz Gabor,"2022-01-04",German,0,5,5,32.00,,5,"0"
Sophie's Halloween Disguise,Rosemary Wells,Suzie Althens,"2021-08-17",English,0,2,2,100.00,,5,"0"
Clown Fish,"Gail Saunders-Smith, Mari Schuh",Anonymous,"2022-02-23",English,0,2,2,82.00,,5,"0"
Mountains,Kimberly M. Hutmacher,Anonymous,"2022-02-21",English,0,2,2,82.00,,5,"0"
Triceratops,"Mari Bolte, Jason Dove",Anonymous,"2022-02-21",English,0,5,5,82.00,,5,"0"
Anatomy of an Earthquake,Renée C. Rebman,Anonymous,"2022-02-21",English,0,39,39,117.00,,5,"0"
Baby Animals in Nests,Martha E. H. Rustad,Anonymous,"2022-02-21",English,0,2,2,82.00,,5,"0"
P'tit Loup veut être le chef,Orianne Lallemand,Will Production,"2021-07-28",French,0,3,3,74.00,,5,"0"
P'tit Loup a un bobo,Orianne Lallemand,Will Production,"2021-07-28",French,0,3,3,74.00,,5,"0"
The Monkey and the Mango,Eknath Easwaran,Paul Bazely,"2009-07-08",English,0,11,11,132.00,,5,"0"
Paddington's Day Off,Michael Bond,Christian Coulson,"2017-04-25",English,0,5,5,112.00,,5,"0"
心が育つ だれなに？クラシック Vol.8,飯田有抄,飯田有抄,"2021-12-21",Japanese,0,57,57,251.00,,5,"0"
Die Zauberflöte,olfgang Amadeus Mozart,Felixvon Manteuffel,"2021-11-19",German,0,56,56,166.00,,5,"0"
魔法のリズム 3 ～間がコントロールできるようになる4+8+16+付点音符編～,滝川岳,滝川岳,"2021-11-17",Japanese,0,26,26,251.00,,5,"0"
魔法のリズム 4 ～スピード感のあるフレーズが加わった4+8+16+休符のバリエーション編～,滝川岳,滝川岳,"2021-11-17",Japanese,0,29,29,251.00,,5,"0"
Ladybird Funny Nativity Play,"Ladybird, Louie Stowell","James Macnaughton, Heather Nicol, Rameet Rauli","2021-11-25",English,0,39,39,410.00,,5,"0"
My Daddy Can Fly!,"Thomas Forster, Shari Siadat",Thomas Forster,"2021-11-23",English,0,5,5,251.00,,5,"0"
